Gender,Married,Dependents,Education,Self_Employed,Credit_History,Property_Area,LoanAmount_log,ApplicantIncome_log,CoapplicantIncome_log,Loan_Amount_Term_log,Loan_to_Income_Ratio,Total_Income,amountspent_Per_Person,Household_Load
1,1,1,0,0,1,1.0,-0.09227386674579666,-0.6872461136879208,0.5952388406122879,4.496148240868803,1.0028975282198036,-0.3372358716409157,-0.16861793582045784,3
1,0,0,1,0,1,2.0,-2.5160366761985458,-1.8693943371235304,-1.012524724918452,0.15171393716881562,0.8730421021663979,-1.2034744193296691,-1.2034744193296691,1
1,1,2,0,0,0,1.0,-1.3285941402759456,0.4485805433124132,-1.012524724918452,0.15171393716881562,2.355896529497449,-0.6205841513484142,-0.20686138378280472,4
1,1,1,0,0,1,0.0,-1.6561656114619254,-1.4701881900718439,-1.012524724918452,0.15171393716881562,0.6670789850337565,-1.131718956323545,-0.5658594781617725,3
1,0,0,1,0,1,2.0,0.3189977690250431,-1.3670597151180286,-1.012524724918452,0.15171393716881562,-0.13405608292687973,-1.112059925362963,-1.112059925362963,1
1,0,0,0,0,1,1.0,-0.7382098871113856,0.3467895701777575,-1.012524724918452,0.15171393716881562,1.108864211022355,-0.6615404658496266,-0.6615404658496266,1
0,1,0,0,0,1,1.0,0.431376761466766,-0.4955848360890033,0.8109339679285247,0.15171393716881562,1.367933879983821,-0.1400599012640757,-0.1400599012640757,2
1,0,0,0,0,1,2.0,0.5272266409374103,-0.48585875488260777,1.0565498815715197,0.15171393716881562,0.9238388618311312,0.07923379431058858,0.07923379431058858,1
1,0,0,0,1,1,0.0,0.9627007817246742,0.8904039458570595,-1.012524724918452,0.15171393716881562,-7.883185720922289,-0.3912287901416247,-0.3912287901416247,1
1,1,2,1,1,1,1.0,-0.6644033191722009,-1.4745425844104845,0.6125261925111823,0.15171393716881562,0.77075485503043,-0.49126348668122044,-0.1637544955604068,4
1,1,0,0,0,1,1.0,-1.386548595999102,-1.2582932008527759,1.815342690819469,-2.068001532568849,-2.4890940948209215,1.1890968016363537,1.1890968016363537,2
1,1,1,0,0,1,2.0,-0.5922069249552118,-0.5713435727725952,0.04429781000438392,0.15171393716881562,1.123634733053831,-0.5874422425763577,-0.29372112128817884,3
1,1,3,1,0,1,1.0,-1.271352941738546,-0.49169011919416483,-1.012524724918452,0.15171393716881562,0.8451937213055205,-0.9198928977232743,-0.22997322443081858,5
0,0,1,0,1,1,1.0,0.3189977690250431,1.1209535453733606,-1.012524724918452,0.15171393716881562,2.942001653127841,-0.2190484439785278,-0.1095242219892639,2
1,0,0,0,0,1,1.0,0.11325051704443066,-1.31648028522449,0.777702498225287,0.15171393716881562,-0.2101989350288456,-0.3467234325949075,-0.3467234325949075,1
1,1,1,0,0,1,1.0,0.9627007817246742,1.0026789631075987,-1.012524724918452,0.15171393716881562,-97.7781912887097,-0.31341179258932117,-0.15670589629466058,3
1,1,0,0,0,1,1.0,2.2845344865376016,1.8378551405488246,-1.012524724918452,0.15171393716881562,2.7680241067969305,0.9493532961120593,0.9493532961120593,2
1,1,3,0,0,0,2.0,0.5139504620059098,0.15910206171995717,0.5776676341455826,0.15171393716881562,0.6975727488386079,-0.11046984204645764,-0.02761746051161441,5
0,1,1,0,1,1,1.0,2.7724869500101534,2.0331024742855925,-1.012524724918452,0.15171393716881562,2.7165857297294305,1.7522608855938269,0.8761304427969134,3
1,1,3,1,0,1,1.0,-0.5922069249552118,-0.08790494904256838,0.005240424851275209,0.15171393716881562,7.163979116177957,-0.4727843032265252,-0.1181960758066313,5
1,1,2,0,0,1,0.0,0.5790425259506874,1.2723109040114287,1.1377892197425516,0.15171393716881562,0.24025662678642942,1.0086009777512153,0.3362003259170718,4
1,1,2,0,0,1,1.0,1.2680047379926418,0.4485805433124132,1.2802949223588787,0.15171393716881562,0.7334274580039216,0.6335779517363447,0.21119265057878156,4
1,0,0,0,1,1,2.0,-0.15210070547735535,0.797355120389709,1.437947325215916,-2.068001532568849,-0.06804479893822409,1.0333752091166069,1.0333752091166069,1
1,1,1,0,0,1,0.0,0.5139504620059098,0.7832530156434281,-1.012524724918452,0.15171393716881562,-2.2416654179927553,-0.45675889334356456,-0.22837944667178228,3
1,0,0,0,0,1,2.0,0.8008610546985389,0.07739410348250654,1.8787933860434418,0.15171393716881562,0.4093989246872318,1.7087001630340661,1.7087001630340661,1
0,0,0,0,0,0,1.0,-0.2343835847560419,0.07739410348250654,-1.012524724918452,0.15171393716881562,0.2506426154627819,-0.7572144165244588,-0.7572144165244588,1
1,0,0,1,0,1,0.0,-0.15210070547735535,1.0981316941389199,-1.012524724918452,0.15171393716881562,-1.7767327457375897,-0.23837982442310007,-0.23837982442310007,1
1,1,0,1,1,0,0.0,0.5790425259506874,-0.883358166040776,1.221117452626937,-2.068001532568849,1.714364486623748,0.16731290015968153,0.16731290015968153,2
1,1,0,0,0,1,0.0,-0.1319788190714841,-0.841379363890054,1.4308475520232973,0.15171393716881562,-0.2238947270241013,0.4677041031397865,0.4677041031397865,2
1,1,0,0,1,1,1.0,0.8740915887732273,1.4388437926149709,-1.012524724918452,0.15171393716881562,2.0503225283731887,0.1264590251537,0.1264590251537,2
1,0,0,0,0,1,0.0,0.38807798445233965,0.041486052533891635,1.2205544717748393,0.15171393716881562,0.30750041458843425,0.4100732073192268,0.4100732073192268,1
1,1,0,0,0,1,2.0,2.433452947217629,2.0709814871464003,1.8154656614866098,0.15171393716881562,0.6261381807478209,4.253462615218886,4.253462615218886,2
1,1,1,0,1,0,0.0,2.0510204636025104,1.3219066661300443,1.5654496456277387,0.15171393716881562,0.7103454655909361,1.6842506106471742,0.8421253053235871,3
1,0,0,0,0,1,1.0,-0.6401589115643327,-0.6506064376949737,-1.012524724918452,0.15171393716881562,0.3849118614062851,-0.9588833091284286,-0.9588833091284286,1
1,1,1,0,0,1,2.0,1.3911156040346864,1.2307532243179604,-0.7272259910452535,0.15171393716881562,2.7627415402997038,-0.03522981047817558,-0.01761490523908779,3
1,1,0,0,0,1,0.0,-0.3631905416919125,-0.7555022227300687,0.6854997168839195,0.15171393716881562,5.188250581916725,-0.2939586522826947,-0.2939586522826947,2
1,0,3,1,0,1,1.0,0.34331619586142237,0.32848610751661156,0.6739380651962206,0.15171393716881562,0.3424859507650494,0.013047191892522764,0.003261797973130691,4
1,1,0,0,0,1,1.0,0.7003787776468102,0.6923585278275296,1.4015406784066664,0.15171393716881562,0.334485430607912,0.918443064965008,0.918443064965008,2
1,1,2,1,0,0,0.0,-0.05328755607301021,-1.113482192414047,0.21993336201724203,0.15171393716881562,0.05963586349203367,-0.632211457762079,-0.21073715258735967,4
1,1,3,0,0,1,0.0,2.0253011535336336,2.1394201702332913,-1.012524724918452,0.15171393716881562,1.7972396303081974,2.4598221749167726,0.6149555437291931,5
1,1,0,0,0,1,2.0,-0.8391221635187287,-1.532453729431784,0.6087684610925,0.15171393716881562,0.9084503047530538,-0.5044700455343546,-0.5044700455343546,2
1,1,0,0,0,1,0.0,-2.272709754430644,-0.16234568376776834,-1.012524724918452,-2.068001532568849,1.934434417300598,-0.830935782626641,-0.830935782626641,2
1,0,0,0,0,1,2.0,-1.7180399433449367,-0.9811700104936897,-1.012524724918452,0.15171393716881562,0.8617367106553447,-1.03358762677864,-1.03358762677864,1
1,0,0,0,0,1,2.0,0.7119252560530797,-0.1432080638348419,1.5222712682134987,0.15171393716881562,0.516238308579802,0.7991965858408072,0.7991965858408072,1
1,1,1,0,0,0,1.0,0.402668659209531,1.2671921759931792,-1.012524724918452,-0.909235247953949,1.5811547864095734,-0.07996079993241051,-0.039980399966205254,3
1,1,2,0,1,1,2.0,-0.8906507875893419,-0.4005471367664291,1.2353464661140747,0.15171393716881562,-1.0669040526006908,0.30058002657847005,0.10019334219282335,4
1,0,0,0,0,1,1.0,1.6599578338977086,0.7663340370639242,1.4160044443496596,0.15171393716881562,0.7606326186497389,0.9809749310931891,0.9809749310931891,1
0,0,1,0,0,1,2.0,-0.8391221635187287,-0.6914230566901008,0.42907702214382454,0.15171393716881562,3.198531912136497,-0.4350085355350006,-0.2175042677675003,2
1,0,2,0,0,1,0.0,0.5403713725325203,0.6400607041623332,1.5025214386616343,0.15171393716881562,0.25220567358052354,1.0562478575867293,0.35208261919557643,3
1,1,0,1,0,1,2.0,-0.15210070547735535,-0.9026894670744084,0.8435126253921336,0.15171393716881562,2.5702741334861363,-0.21008286810161392,-0.21008286810161392,2
1,0,1,0,0,1,2.0,-0.21354362699361673,0.18329557377106223,0.5676562296070442,0.15171393716881562,-0.2843639578905131,-0.10827099000916085,-0.054135495004580425,2
0,0,1,0,0,1,2.0,-2.341343419770277,1.761243819428595,-1.012524724918452,0.15171393716881562,-3.1271319737105463,0.7329401302876531,0.3664700651438266,2
0,0,0,0,0,1,0.0,-0.15210070547735535,1.071575276259151,-1.012524724918452,0.15171393716881562,-2.57577113208973,-0.2601685837377451,-0.2601685837377451,1
1,1,2,0,0,1,2.0,0.8327391485118387,1.1456977330631992,-1.012524724918452,0.15171393716881562,6.253062539570517,-0.19742350992188767,-0.06580783664062922,4
1,0,0,1,0,1,1.0,-0.34127438661846404,-0.6561074678370769,0.8633891945612966,0.15171393716881562,-1.6464277484166094,-0.1376523628099081,-0.1376523628099081,1
1,1,1,0,0,1,2.0,-0.9692837796088323,-1.1896283872463504,0.32204422914073605,0.15171393716881562,1.1172216211569386,-0.598866981422766,-0.299433490711383,3
1,0,0,0,0,1,1.0,-1.386548595999102,-0.8035612320785739,-1.012524724918452,0.15171393716881562,0.7634818113410327,-0.9944333901154809,-0.9944333901154809,1
1,1,0,0,0,1,2.0,-0.4984510086246396,-1.1230127420024352,0.4047809280889907,0.15171393716881562,0.6939973960617524,-0.5428598583973708,-0.5428598583973708,2
1,1,1,0,0,0,0.0,0.3189977690250431,0.42685528854269833,-1.012524724918452,0.15171393716881562,-0.5446720440101311,-0.6295945405386809,-0.31479727026934046,3
1,1,3,1,0,1,0.0,-0.29797998284449817,-0.5427686291913929,-1.012524724918452,0.15171393716881562,0.19159085458514272,-0.9326712678476526,-0.23316781696191316,5
1,1,3,0,0,1,2.0,0.0038438833565294403,1.1741012534066366,-1.012524724918452,-2.068001532568849,0.02378986225595585,-0.1717029444151263,-0.04292573610378157,5
0,0,0,0,0,1,2.0,-1.6870137461924983,-0.609681375342803,-1.012524724918452,0.15171393716881562,1.0399503157587722,-0.9490537936481376,-0.9490537936481376,1
1,1,2,0,0,1,0.0,0.8115719955031627,0.4649205897767703,0.7184604268313163,0.15171393716881562,0.6858078540328149,0.09870983392890012,0.03290327797630004,4
1,1,3,1,1,1,2.0,-0.05328755607301021,1.050999780727789,-1.012524724918452,-2.8109003403449377,-1.3849897018233381,-0.27655110953823003,-0.06913777738455751,5
1,1,1,0,0,1,2.0,0.8221975724346846,-0.3380975024117397,0.5433584091616386,0.15171393716881562,4.005621847108447,-0.28139657856656564,-0.14069828928328282,3
1,0,0,0,0,1,1.0,-0.5449708859034385,0.40678018008215755,-1.012524724918452,0.15171393716881562,0.8996711411585551,-0.6377858034389234,-0.6377858034389234,1
1,0,0,0,0,1,1.0,0.2811879348823558,-0.6259810793503116,1.0126187341756896,0.15171393716881562,0.7272647435474234,0.001573012024911502,0.001573012024911502,1
1,1,3,0,1,1,1.0,0.8327391485118387,0.5484714262480451,0.556987030078131,0.15171393716881562,0.753297551569076,0.029724638312335346,0.0074311595780838366,5
1,1,2,1,0,1,2.0,-1.0766282009663084,-0.42761600440578984,0.5826386641359252,0.15171393716881562,-6.944973095162416,-0.2810464974711229,-0.09368216582370764,4
1,1,0,0,0,1,1.0,-0.11203652885309516,-0.7455545812410271,0.7975952356878685,0.15171393716881562,-2.1528654864926526,-0.2106079897447779,-0.2106079897447779,2
1,1,1,0,0,1,2.0,1.8401155759886538,0.8065464119172262,1.4199618119016,0.15171393716881562,0.826458019019824,1.0103943538508282,0.5051971769254141,3
1,1,2,0,1,1,2.0,1.2905663791256712,-1.7212049865834194,2.5429746365854906,0.15171393716881562,1.5704721866065732,5.662672328046817,1.8875574426822723,4
1,1,2,0,0,1,1.0,0.1308550359135968,-0.4257180935458871,-0.4621414441191894,0.15171393716881562,-0.14738258740535004,-0.7374845471187712,-0.24582818237292373,4
1,1,1,1,0,1,0.0,0.3189977690250431,-0.9712583925985077,0.8507489564940289,0.15171393716881562,-2.6470771031446856,-0.21917674357693528,-0.10958837178846764,3
1,0,3,0,0,1,0.0,0.8115719955031627,1.3900993929295276,-1.012524724918452,0.15171393716881562,2.149434441082145,0.06207569875779406,0.015518924689448516,4
1,0,0,0,0,0,1.0,-0.6401589115643327,0.07739410348250654,-1.012524724918452,0.15171393716881562,0.6845663021721317,-0.7572144165244588,-0.7572144165244588,1
1,1,0,1,0,1,0.0,-1.504596588429387,-0.6629984782073493,-0.40882060111391766,0.15171393716881562,1.4037785083861147,-0.7785131326153218,-0.7785131326153218,2
1,0,0,0,0,1,1.0,0.8115719955031627,0.3181670362070077,0.6337474227626797,0.15171393716881562,0.8525681985979858,-0.01756163749037934,-0.01756163749037934,1
1,0,0,0,0,1,1.0,-0.1928831406324011,0.46800855630806176,-1.012524724918452,0.15171393716881562,0.35422849081716073,-0.6123928884481717,-0.6123928884481717,1
1,1,2,0,0,1,1.0,0.9627007817246742,1.2188415348830837,-1.012524724918452,0.15171393716881562,4.66612866828305,-0.12910837733386538,-0.043036125777955125,4
0,0,1,1,1,1,1.0,-1.6254955594382348,-0.0786484903436145,-1.012524724918452,0.15171393716881562,1.489676924527368,-0.8061981686679087,-0.40309908433395436,2
0,0,3,0,0,1,0.0,1.4048848884291478,-0.5507131588954509,-1.012524724918452,0.15171393716881562,-0.8987019205302177,-0.9346371709437109,-0.23365929273592773,4
1,1,0,0,0,1,2.0,2.4651456130870395,2.4401756827115477,-1.012524724918452,-2.068001532568849,1.7267145023302706,8.936489924880496,8.936489924880496,2
0,1,0,0,0,1,1.0,0.3189977690250431,1.4942087830552668,-1.012524724918452,-1.5720621081010118,0.6622551932877894,0.2062419258020617,0.2062419258020617,2
1,1,1,0,0,1,1.0,0.38807798445233965,-0.16178037486973987,1.0592682318873603,0.15171393716881562,0.43240471881361675,0.1696164122858278,0.0848082061429139,3
1,0,0,0,1,1,1.0,0.0038438833565294403,0.5119136057682643,-1.012524724918452,0.15171393716881562,-0.007678381900615041,-0.5933891585196092,-0.5933891585196092,1
1,1,2,0,0,1,1.0,1.0095016574799283,0.9250568271734377,-1.012524724918452,0.15171393716881562,-11.541396140819808,-0.3682932540209458,-0.12276441800698194,4
1,1,1,0,0,1,0.0,0.0038438833565294403,0.27436842302005543,0.3957054394654191,0.15171393716881562,0.005736506931148602,-0.1731435022479128,-0.0865717511239564,3
1,0,0,1,0,0,2.0,-0.03406397288611043,-0.4742345330795786,0.7980427605511439,-2.068001532568849,-0.10519798447401003,-0.14457204816700261,-0.14457204816700261,1
1,1,1,1,0,1,0.0,0.059356885014638976,-1.402854848556006,0.8762799034408022,0.15171393716881562,-0.11272257741327384,-0.2857966311638591,-0.14289831558192956,3
0,0,0,1,0,1,2.0,-0.15210070547735535,-1.4467540416785507,0.8464987939134024,-0.23891186772020764,0.25339337897278197,-0.3184346506880781,-0.3184346506880781,1
0,0,0,0,0,1,2.0,-3.495962936648865,-1.0591718397701073,-1.012524724918452,0.15171393716881562,1.6874879247455903,-1.0501339778371297,-1.0501339778371297,1
1,0,0,0,1,1,2.0,2.8922466679139114,2.0528766913697565,-1.012524724918452,4.496148240868803,2.780065555870978,1.8639897115531343,1.8639897115531343,1
1,1,2,0,0,0,1.0,-0.015020148579371428,0.190813313751826,-1.012524724918452,0.15171393716881562,0.01827910428802072,-0.7188793061513239,-0.23962643538377462,4
0,0,0,0,0,1,2.0,-0.3631905416919125,-0.7704848488986246,0.36341063785086886,0.15171393716881562,0.8921973729485531,-0.4879002893324329,-0.4879002893324329,1
1,1,0,0,0,1,0.0,-1.749244182755225,-1.0552686607129826,0.7447470939047877,0.15171393716881562,5.633245383679613,-0.3180908056253128,-0.3180908056253128,2
0,1,2,0,0,1,2.0,-1.386548595999102,1.8525448259921191,-1.012524724918452,0.15171393716881562,-1.6506135915401219,0.9957158441274317,0.3319052813758106,4
1,1,0,0,0,1,0.0,0.7791774604915996,0.8057146091833379,0.9297002617226499,0.15171393716881562,0.44898627616624237,0.4349788270035988,0.4349788270035988,2
1,1,0,1,0,1,0.0,-0.7134288327066142,-1.522745829719197,0.5541617967298694,0.15171393716881562,0.7365688555744292,-0.5365272663615293,-0.5365272663615293,2
0,0,0,0,1,1,2.0,-0.11203652885309516,-0.3101765759066149,-1.012524724918452,0.15171393716881562,0.08470281898355259,-0.8723835729018681,-0.8723835729018681,1
1,0,2,0,0,0,1.0,0.5916867388570358,0.41806051467731364,-1.012524724918452,0.15171393716881562,-0.9953277735879578,-0.6331986962147876,-0.2110662320715959,3
1,1,3,0,0,1,2.0,-0.5922069249552118,0.1340704404352812,-1.012524724918452,0.15171393716881562,0.6741465497019352,-0.738374511853901,-0.18459362796347525,5
1,1,0,1,0,1,2.0,0.3189977690250431,-1.0420304427836624,1.3143978236984282,-2.068001532568849,1.1712040111178725,0.2531200255952036,0.2531200255952036,2
0,1,0,1,0,1,1.0,-0.5922069249552118,-1.428620149183546,0.48105078611570923,0.15171393716881562,0.6249747491179867,-0.5615857782258287,-0.5615857782258287,2
1,1,2,0,0,1,2.0,0.04103243448715454,0.5925185255801856,-1.012524724918452,0.15171393716881562,-0.09769483058060213,-0.556528475468518,-0.18550949182283935,4
1,1,0,1,0,0,1.0,-0.2343835847560419,-0.8900367569917295,0.6316443414895093,0.15171393716881562,0.9070838410658693,-0.3601777023858034,-0.3601777023858034,2
1,1,0,0,0,1,0.0,0.3189977690250431,2.0665833516177137,-1.012524724918452,0.15171393716881562,0.30263759618757696,1.9460661658135643,1.9460661658135643,2
1,1,3,0,0,1,0.0,-2.341343419770277,0.047095458571593085,-1.012524724918452,-2.068001532568849,2.425183803086699,-0.7670439320047497,-0.19176098300118744,5
0,0,0,0,1,1,1.0,-0.6160934380725352,-0.8900367569917295,0.5243364637949814,-0.909235247953949,1.6846949524896193,-0.4265282472449371,-0.4265282472449371,1
0,0,3,0,0,1,2.0,1.9358686104465264,-2.9524723059741604,2.8537093313026034,-2.068001532568849,-19.60115738599803,12.879101446604382,3.2197753616510956,4
0,0,2,0,0,1,1.0,-0.15210070547735535,-0.1432080638348419,0.7184604268313163,0.15171393716881562,-0.2644069199213138,-0.11295239941336555,-0.03765079980445518,3
0,0,0,0,0,1,0.0,1.1818731673629743,1.4890895086531792,0.49427506093463547,0.15171393716881562,0.5958930523845108,0.76833599298159,0.76833599298159,1
1,0,0,0,0,1,0.0,-0.27660179277339997,-1.4937567378469747,1.0299571467151973,0.15171393716881562,0.5963821401791842,-0.16482498365081166,-0.16482498365081166,1
1,0,0,0,0,1,0.0,0.21617579725061684,0.7832530156434281,-1.012524724918452,0.15171393716881562,-0.94288038386499,-0.45675889334356456,-0.45675889334356456,1
1,1,2,0,1,1,2.0,1.4846662910527415,0.601453200177348,1.4080275588932483,0.15171393716881562,0.738830807088401,0.8828180236567468,0.2942726745522489,4
1,1,0,0,0,0,1.0,0.148279481960542,-0.5480624162889063,0.7781590325394048,0.15171393716881562,0.6444226967645412,-0.17813287950609644,-0.17813287950609644,2
1,1,1,0,1,1,1.0,-0.9428941403561993,1.9346092333718352,0.7962514512478647,0.15171393716881562,-0.3452736148960696,2.060294648912984,1.030147324456492,3
1,1,0,0,0,1,2.0,1.5353428453567457,1.2075750625192765,-1.012524724918452,0.15171393716881562,7.871521086514925,-0.14008466962019034,-0.14008466962019034,2
1,0,0,0,0,1,2.0,-0.5922069249552118,-0.1432080638348419,-1.012524724918452,0.15171393716881562,0.5124081714373044,-0.8253657238544762,-0.8253657238544762,1
1,1,0,0,0,1,1.0,0.059356885014638976,-0.15613541995585492,0.5575511948359233,0.15171393716881562,0.14786884006333115,-0.2220604206392976,-0.2220604206392976,2
1,1,0,0,0,1,1.0,0.18258800826092825,-0.44476073921711684,0.3350679364535091,0.15171393716881562,-1.664539547361302,-0.42330106592298006,-0.42330106592298006,2
0,0,0,0,0,1,0.0,-1.8121867082897953,-0.9598580692386762,-1.012524724918452,0.15171393716881562,0.918780428250597,-1.0290005195545042,-1.0290005195545042,1
0,0,0,0,0,0,2.0,-1.214825175821124,-0.2819829683501483,-1.012524724918452,0.15171393716881562,0.938445698034996,-0.8646837857756401,-0.8646837857756401,1
1,0,0,0,0,0,0.0,-0.47545969852723163,0.9152961899789793,-1.012524724918452,0.15171393716881562,4.890125093659163,-0.37484626434113977,-0.37484626434113977,1
1,1,2,0,0,1,2.0,-0.3195375239398279,1.4556490091069711,-1.012524724918452,0.15171393716881562,-0.7211013599152838,0.14988603704839343,0.04996201234946448,4
1,0,2,0,0,1,0.0,0.148279481960542,0.16910672869457094,-1.012524724918452,0.15171393716881562,-0.1758078231961059,-0.726415268019547,-0.24213842267318234,3
1,0,0,0,0,1,0.0,0.2969900228262775,-0.9454731749323958,0.5620539715989928,0.15171393716881562,-0.7745830679430764,-0.41607845056047726,-0.41607845056047726,1
1,1,3,1,1,1,0.0,0.04103243448715454,0.6948554200765059,-1.012524724918452,0.15171393716881562,-0.1291671365842851,-0.505414994971005,-0.12635374874275124,5
1,1,1,0,1,1,0.0,0.44550099074606236,1.4890895086531792,-1.012524724918452,0.15171393716881562,0.9348172713367,0.1985421386758338,0.0992710693379169,3
1,1,1,0,1,1,2.0,1.2980034527480118,1.182395885444244,-1.012524724918452,0.15171393716881562,7.641105463283932,-0.16400315728889836,-0.08200157864444918,3
1,1,0,0,0,0,0.0,0.3584055130038,-0.03511799136930288,0.5336005673241792,0.15171393716881562,0.718993060724842,-0.20021958956911043,-0.20021958956911043,2
1,1,0,1,0,0,0.0,0.402668659209531,-0.24530480584222378,1.389541921420128,-0.23891186772020764,0.3519101536976107,0.5525153469756913,0.5525153469756913,2
1,1,1,0,0,1,1.0,0.6410940074368707,-0.5230081847371726,0.9351526940921128,0.15171393716881562,1.5555078204008257,-0.04433662675110356,-0.02216831337555178,3
1,1,1,1,0,1,2.0,0.21617579725061684,-0.9575826480211004,0.6688708815751687,-2.068001532568849,-0.748759913431173,-0.3502970311224377,-0.17514851556121885,3
